time_ms,x,y,z,speed_kmh,speed_ms,vx,vy,vz,yaw,pitch,roll,qx,qy,qz,qw,gear,rpm_raw,steer,gas,brake,side_speed,is_turbo,is_ground_contact,turbo_time,fl_dampen,fr_dampen,rr_dampen,rl_dampen,wetness
2990,1577.01,10.026,859.561,240.611,66.8364,-9.53477,-0.121715,66.1526,-0.143146,0.0183358,0.000990831,-0.00910886,-0.0715134,-0.00114965,0.997397,,,0,1,0,,,,,,,,,0
3000,1576.92,10.025,860.223,241.839,67.1776,-9.58312,-0.132156,66.4904,-0.143141,0.017424,0.000866469,-0.00865862,-0.0715105,-0.00105503,0.997402,,,0,1,0,,,,,,,,,0
3010,1576.82,10.024,860.889,243.069,67.519,-9.63153,-0.140326,66.8284,-0.143136,0.0164463,0.00073808,-0.0081756,-0.0715078,-0.000956039,0.997406,,,0,1,0,,,,,,,,,0
3020,1576.72,10.0228,861.558,244.299,67.8607,-9.68,-0.146163,67.1666,-0.143132,0.0154201,0.000607242,-0.00766853,-0.0715052,-0.000854101,0.99741,,,0,1,0,,,,,,,,,0
3030,1576.63,10.0217,862.231,245.53,68.2027,-9.72853,-0.149645,67.5051,-0.143128,0.0143632,0.000475566,-0.00714617,-0.0715028,-0.000750646,0.997415,,,0,1,0,,,,,,,,,0
3040,1576.53,10.0205,862.906,246.762,68.5449,-9.77711,-0.150798,67.8439,-0.143124,0.0132932,0.000344822,-0.00661721,-0.0715005,-0.000647186,0.997418,,,0,1,0,,,,,,,,,0
3050,1576.43,10.0192,863.585,247.995,68.8875,-9.82574,-0.149682,68.183,-0.14312,0.0122271,0.000216874,-0.00609009,-0.0714984,-0.000545258,0.997422,,,0,1,0,,,,,,,,,0
3060,1576.33,10.0181,864.268,249.229,69.2303,-9.87442,-0.146395,68.5223,-0.143117,0.0111812,9.36189e-05,-0.00557292,-0.0714964,-0.000446396,0.997425,,,0,1,0,,,,,,,,,0
3070,1576.24,10.0169,864.954,250.464,69.5733,-9.97333,-0.14129,68.8546,-0.143134,0.0101713,-1.97495e-05,-0.0050733,-0.0715048,-0.000353801,0.997427,,,0,1,0,,,,,,,,,0
3080,1576.14,10.0158,865.643,251.698,69.9161,-10.1127,-0.135207,69.1808,-0.143287,0.00921367,-7.57605e-05,-0.00459771,-0.0715812,-0.000291985,0.997424,,,1,1,0,,,,,,,,,0
3090,1576.03,10.0147,866.336,252.931,70.2585,-10.276,-0.126122,69.5029,-0.143703,0.008323,-3.47506e-05,-0.004152,-0.0717888,-0.000281421,0.997411,,,1,1,0,,,,,,,,,0
3100,1575.93,10.0137,867.031,254.16,70.6001,-10.4618,-0.113546,69.8206,-0.144499,0.00750391,0.000115765,-0.00373798,-0.0721863,-0.000328569,0.997384,,,1,1,0,,,,,,,,,0
3110,1575.83,10.0128,867.73,255.386,70.9406,-10.6746,-0.098088,70.1329,-0.145784,0.00675909,0.00038568,-0.00335652,-0.0728276,-0.000438445,0.997339,,,1,1,0,,,,,,,,,0
3120,1575.72,10.0121,868.432,256.612,71.281,-10.8711,-0.0803777,70.4471,-0.147638,0.00609086,0.000787199,-0.0030081,-0.0737529,-0.000617125,0.997272,,,1,1,0,,,,,,,,,0
3130,1575.61,10.0115,869.138,257.838,71.6216,-11.068,-0.0614675,70.7612,-0.150041,0.00550267,0.00129681,-0.00269499,-0.0749516,-0.000852783,0.997183,,,1,1,0,,,,,,,,,0
3140,1575.5,10.0111,869.846,259.316,72.0322,-11.2994,-0.0410501,71.1405,-0.152953,0.00500183,0.00190469,-0.00242084,-0.0764042,-0.00114062,0.997073,,,1,1,0,,,,,,,,,0
3150,1575.39,10.0109,870.559,260.794,72.4429,-11.563,-0.0192437,71.5141,-0.156338,0.0046119,0.00262411,-0.00219645,-0.0780924,-0.0014881,0.996943,,,1,1,0,,,,,,,,,0
3160,1575.27,10.0109,871.275,262.272,72.8535,-11.8607,0.00362408,71.8815,-0.160162,0.00433237,0.00347424,-0.00202028,-0.0799989,-0.00190482,0.996791,,,1,1,0,,,,,,,,,0
